Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,ResultSpeed,ResultDir,AvgSpeed
2,5/10/2013,50,44,47,M,41,44,18,0,DZ BR HZ,M,M,M,0.04,29.25,10.5,35,10.8
1,5/11/2013,60,43,52,-5,37,45,13,0, ,0,M,0,0,29.21,10.1,30,12.7
2,5/11/2013,62,44,53,M,36,45,12,0,BR HZ,M,M,M,0,29.28,8.7,28,11.1
1,5/12/2013,55,37,46,-11,29,39,19,0, ,0,M,0,0,29.35,7.8,32,11.2
2,5/12/2013,55,38,47,M,28,39,18,0, ,M,M,M,0,29.42,5.5,32,9.6
1,5/13/2013,64,36,50,-8,32,43,15,0, ,0,M,0,0,29.34,2.5,9,5.9
2,5/13/2013,61,38,50,M,31,43,15,0, ,M,M,M,0,29.42,3.1,8,6.3
1,5/14/2013,91,50,71,13,49,59,0,6, ,0,M,0,0,28.98,8.4,22,11.7
2,5/14/2013,90,57,74,M,47,58,0,9, ,M,M,M,0,29.07,8.9,21,11.5
1,5/15/2013,84,60,72,14,49,59,0,7, ,0,M,0,0,29.07,3.2,28,8.4
2,5/15/2013,83,62,73,M,47,58,0,8, ,M,M,M,0,29.14,2.3,24,9.5
1,5/16/2013,83,53,68,9,46,56,0,3, ,0,M,0,0,29.2,4.1,7,5
2,5/16/2013,81,57,69,M,44,56,0,4, ,M,M,M,0,29.26,4,7,5.3
1,5/17/2013,70,55,63,4,46,53,2,0, ,0,M,0,0,29.29,6.1,4,6.8
2,5/17/2013,73,58,66,M,47,55,0,1, ,M,M,M,0,29.36,4.5,6,6.1
1,5/18/2013,80,56,68,8,56,61,0,3, ,0,M,0,0,29.26,5.3,12,6.5
2,5/18/2013,79,59,69,M,55,61,0,4,BR HZ,M,M,M,0,29.33,6.3,10,7
1,5/19/2013,86,58,72,12,61,66,0,7,BR HZ,0,M,0,0,29.12,6.2,14,7.6
2,5/19/2013,87,62,75,M,60,66,0,10,HZ,M,M,M,0,29.18,7.1,15,8.1
1,5/20/2013,89,65,77,16,60,67,0,12,TSRA RA BR,0,M,0,1.09,29.03,12.6,22,13.7
2,5/20/2013,92,65,79,M,59,67,0,14,TS TSRA BR,M,M,M,1.25,29.1,13.6,20,14.4
1,5/21/2013,81,64,73,12,63,66,0,8,RA BR,0,M,0,0.56,28.96,11.2,20,12.1
2,5/21/2013,82,65,74,M,62,66,0,9,TSRA RA,M,M,M,0.2,29.03,12.4,20,12.8
1,5/22/2013,73,52,63,2,60,63,2,0,TS RA BR,0,M,0,1.35,28.97,4.5,25,7.4
2,5/22/2013,73,56,65,M,59,62,0,0,RA BR,M,M,M,0.65,29.03,6.4,23,9.3
1,5/23/2013,54,42,48,-13,43,46,17,0,RA BR,0,M,0,0.06,29.38,14.5,2,14.8
2,5/23/2013,56,43,50,M,40,45,15,0,RA BR,M,M,M,0.12,29.44,17.9,36,18.1
1,5/24/2013,57,41,49,-13,34,42,16,0, ,0,M,0,0,29.62,7.5,4,8.1
2,5/24/2013,57,42,50,M,33,42,15,0, ,M,M,M,0,29.7,8.1,3,9
1,5/25/2013,57,44,51,-11,37,44,14,0, ,0,M,0,0,29.59,4.7,5,5.1
2,5/25/2013,57,46,52,M,36,44,13,0, ,M,M,M,0,29.67,3.3,6,3.7
1,5/26/2013,68,44,56,-6,44,50,9,0,RA,0,M,0,0.02,29.47,5.5,9,7.4
2,5/26/2013,67,46,57,M,43,50,8,0,RA,M,M,M,0,29.54,4,9,5.7
1,5/27/2013,62,53,58,-4,53,55,7,0,TSRA DZ BR HZ,0,M,0,0.23,29.21,8.5,9,9.1
2,5/27/2013,65,56,61,M,54,57,4,0,TSRA RA BR,M,M,M,0.19,29.28,7.5,10,8.3
1,5/28/2013,76,56,66,3,64,66,0,1,TSRA RA BR,0,M,0,0.2,29.06,8.7,21,10.2
2,5/28/2013,76,59,68,M,63,65,0,3,TSRA RA BR,M,M,M,2.2,29.13,9.5,19,10.3
1,5/29/2013,84,64,74,10,64,67,0,9, ,0,M,0,0.01,29.16,7.3,20,8.7
2,5/29/2013,85,65,75,M,62,67,0,10,RA,M,M,M,0.02,29.23,7.9,20,9.2
1,5/30/2013,83,64,74,10,66,69,0,9,TSRA RA,0,M,0,0.51,29.13,13.4,19,14.6
2,5/30/2013,84,65,75,M,64,68,0,10,RA,M,M,M,0.09,29.22,12.9,18,13.9
1,5/31/2013,77,64,71,7,65,67,0,6,RA BR,0,M,0,0.3,29.05,11.7,20,12.1
2,5/31/2013,78,65,72,M,64,67,0,7,TSRA RA BR,M,M,M,0.23,29.13,12.4,19,12.7
1,6/1/2013,76,63,70,6,62,64,0,5,RA BR,0,M,0,0.56,28.98,13.1,22,13
2,6/1/2013,76,63,70,M,61,64,0,5, ,M,M,M,0.44,29.05,11.9,21,11.9
1,6/2/2013,63,43,53,-11,50,51,12,0,RA DZ BR,0,M,0,0.01,29.24,1.8,5,6.2
2,6/2/2013,63,47,55,M,48,51,10,0,DZ BR HZ,M,M,M,0.01,29.31,2.8,4,7.7
1,6/3/2013,68,43,56,-8,43,50,9,0, ,0,M,0,0,29.34,3.7,12,4.8
2,6/3/2013,68,43,56,M,40,49,9,0, ,M,M,M,0,29.41,2.6,9,4
1,6/4/2013,72,50,61,-3,45,52,4,0, ,0,M,0,0,29.39,5.3,7,6.1
2,6/4/2013,72,50,61,M,44,52,4,0, ,M,M,M,0,29.46,5.6,7,6.9
1,6/5/2013,73,54,64,-1,49,54,1,0,RA,0,M,0,0.01,29.24,6.8,5,8.2
2,6/5/2013,76,56,66,M,46,55,0,1,RA,M,M,M,0,29.33,6.1,6,8.3
1,6/6/2013,64,52,58,-8,50,53,7,0,RA,0,M,0,0.15,29.18,8.9,3,9.1
2,6/6/2013,65,54,60,M,48,53,5,0,RA,M,M,M,0.06,29.23,9,3,9.6
1,6/7/2013,68,52,60,-6,45,52,5,0, ,0,M,0,0,29.2,9.5,3,9.9
2,6/7/2013,68,54,61,M,44,52,4,0, ,M,M,M,0,29.26,8.8,2,9.2
1,6/8/2013,74,49,62,-4,43,53,3,0, ,0,M,0,0,29.25,4.7,7,5.4
2,6/8/2013,74,50,62,M,42,53,3,0, ,M,M,M,0,29.31,4.7,6,5.6
1,6/9/2013,80,55,68,2,55,61,0,3,RA,0,M,0,0.01,29.15,6,15,8.9
2,6/9/2013,83,58,71,M,53,61,0,6,RA,M,M,M,0.01,29.22,7.1,15,8.4
1,6/10/2013,76,60,68,1,63,65,0,3,TSRA RA BR HZ,0,M,0,0.26,29.08,2.7,4,4.3
2,6/10/2013,75,61,68,M,61,64,0,3,RA BR HZ VCFG,M,M,M,0.85,29.14,2,7,4.4
1,6/11/2013,83,60,72,5,62,67,0,7,RA BR,0,M,0,0,29.13,3.2,25,4.5
2,6/11/2013,84,60,72,M,61,66,0,7,RA FG+ BR,M,M,M,0.24,29.21,2.5,23,4.1
1,6/12/2013,86,63,75,7,64,67,0,10,TS TSRA BR,0,M,0,0.75,29,3.1,8,8
2,6/12/2013,87,64,76,M,64,67,0,11,TSRA RA BR HZ,M,M,M,0.25,29.08,2.9,5,5.8
1,6/13/2013,73,58,66,-2,54,59,0,1,BR,0,M,0,0,29.23,11.7,3,12.2
2,6/13/2013,72,59,66,M,53,59,0,1,BR,M,M,M,0,29.29,12.6,1,13.2
1,6/14/2013,78,56,67,-1,51,57,0,2, ,0,M,0,0,29.34,6.6,6,7.9
2,6/14/2013,76,57,67,M,50,57,0,2, ,M,M,M,0,29.4,6,5,7.8
1,6/15/2013,80,58,69,1,62,65,0,4,RA BR,0,M,0,0.17,29.21,5.6,21,7.7
2,6/15/2013,81,61,71,M,60,64,0,6,TS RA,M,M,M,0.12,29.28,5.6,21,7.2
1,6/16/2013,86,69,78,9,62,67,0,13, ,0,M,0,0,29.16,8.3,27,9.2
2,6/16/2013,83,69,76,M,62,67,0,11, ,M,M,M,0,29.23,8.6,24,9.5
1,6/17/2013,88,59,74,5,55,63,0,9, ,0,M,0,0.03,29.18,3.9,29,8.1
2,6/17/2013,88,62,75,M,56,64,0,10,TSRA,M,M,M,0.1,29.24,3.7,28,8.4
1,6/18/2013,71,56,64,-6,52,56,1,0,BR,0,M,0,0,29.31,11.4,3,11.6
2,6/18/2013,70,57,64,M,52,57,1,0,RA BR HZ,M,M,M,0.01,29.36,12.1,2,12.4
1,6/19/2013,75,53,64,-6,46,55,1,0, ,0,M,0,0,29.39,5.9,8,6.9
2,6/19/2013,75,57,66,M,46,56,0,1, ,M,M,M,0,29.44,6.4,7,7.2
1,6/20/2013,86,56,71,1,58,64,0,6, ,0,M,0,0,29.38,5.1,12,5.9
2,6/20/2013,86,62,74,M,57,64,0,9, ,M,M,M,0,29.45,6,11,7.2
1,6/21/2013,82,68,75,5,65,68,0,10,RA BR,0,M,0,0.79,29.34,7.4,19,9.5
2,6/21/2013,85,70,78,M,63,67,0,13,TSRA,M,M,M,0.11,29.39,7.6,19,9.6
1,6/22/2013,80,67,74,4,67,69,0,9,RA,0,M,0,0.04,29.3,3.1,22,8.4
2,6/22/2013,83,70,77,M,65,69,0,12, ,M,M,M,0,29.37,4.8,20,7.8
1,6/23/2013,87,66,77,7,68,71,0,12,RA,0,M,0,0.84,29.26,10.7,20,11.5
2,6/23/2013,89,69,79,M,66,70,0,14,TSRA,M,M,M,0,29.34,9.3,20,9.5
1,6/24/2013,89,67,78,7,67,69,0,13,BR,0,M,0,0.18,29.25,8.9,23,10
2,6/24/2013,86,68,77,M,65,69,0,12,HZ,M,M,M,0.14,29.3,10.5,21,11
1,6/25/2013,85,67,76,5,69,71,0,11,TSRA,0,M,0,0.03,29.13,4.5,19,6.9
2,6/25/2013,87,70,79,M,67,71,0,14,RA,M,M,M,0,29.21,5.2,21,8.6
1,6/26/2013,80,66,73,2,67,68,0,8,TSRA RA BR,0,M,0,1.48,29.05,2.2,16,7.4
2,6/26/2013,81,68,75,M,65,68,0,10,TS RA,M,M,M,0.19,29.11,2.6,18,9
1,6/27/2013,90,64,77,6,67,70,0,12,BR,0,M,0,0.92,29.01,7.2,29,7.2
2,6/27/2013,91,66,79,M,65,69,0,14,BR HZ,M,M,M,0.59,29.08,6.1,29,6.8
1,6/28/2013,83,67,75,4,61,66,0,10,RA,0,M,0,0,28.91,10.5,31,10.9
2,6/28/2013,83,68,76,M,60,65,0,11,RA,M,M,M,0.16,28.97,9,29,9.8
1,6/29/2013,72,64,68,-3,59,62,0,3,BR,0,M,0,0,28.97,12,2,12.3
2,6/29/2013,72,64,68,M,59,62,0,3,RA,M,M,M,0,29.03,11.7,1,12
1,6/30/2013,77,62,70,-2,52,59,0,5, ,0,M,0,0,29.2,13.8,2,13.9
2,6/30/2013,76,64,70,M,52,60,0,5, ,M,M,M,0,29.25,14,1,14.2
1,7/1/2013,75,59,67,-5,51,58,0,2, ,0,M,0,0,29.31,12.6,3,12.3
2,7/1/2013,75,61,68,M,50,58,0,3, ,M,M,M,0,29.37,13.8,3,13.6
1,7/2/2013,68,60,64,-8,52,57,1,0, ,0,M,0,0,29.33,11,3,11.2
2,7/2/2013,68,62,65,M,53,58,0,0,RA,M,M,M,0,29.39,12,3,12.3
1,7/3/2013,72,59,66,-6,60,62,0,1,DZ BR HZ,0,M,0,0.02,29.32,2.2,2,5.3
2,7/3/2013,74,62,68,M,60,62,0,3,TSRA RA,M,M,M,0.07,29.38,0.5,36,4.2
1,7/4/2013,83,56,70,-2,61,64,0,5,BR,0,M,0,0,29.34,4.4,20,5.1
2,7/4/2013,83,61,72,M,59,65,0,7,BR HZ,M,M,M,0,29.41,7.3,19,7.7
1,7/5/2013,86,60,73,1,61,66,0,8, ,0,M,0,0,29.33,3.7,19,4.8
2,7/5/2013,87,63,75,M,60,66,0,10, ,M,M,M,0,29.39,5.1,20,5.9
1,7/6/2013,83,65,74,2,65,68,0,9, ,0,M,0,0,29.29,4.1,19,4.5
2,7/6/2013,82,71,77,M,63,68,0,12, ,M,M,M,0,29.36,5.4,19,5.9
1,7/7/2013,88,70,79,7,67,71,0,14, ,0,M,0,0,29.26,6.6,21,6.8
2,7/7/2013,89,70,80,M,66,71,0,15, ,M,M,M,0,29.33,8,21,8.2
1,7/8/2013,86,70,78,5,71,74,0,13,TSRA RA BR,0,M,0,0.5,29.24,7.8,23,8.4
2,7/8/2013,87,71,79,M,70,72,0,14,RA BR,M,M,M,0.84,29.31,10,22,10.5
1,7/9/2013,85,73,79,6,74,75,0,14,BR,0,M,0,0,29.19,6.9,23,7.3
2,7/9/2013,85,75,80,M,72,75,0,15,RA BR HZ,M,M,M,0.01,29.26,8.9,23,9.3
1,7/10/2013,85,66,76,3,65,70,0,11, ,0,M,0,0,29.2,6,34,8.3
2,7/10/2013,87,66,77,M,65,69,0,12, ,M,M,M,0,29.26,3.7,3,8
1,7/11/2013,81,64,73,0,54,62,0,8, ,0,M,0,0,29.36,6.5,3,7.4
2,7/11/2013,80,63,72,M,52,61,0,7, ,M,M,M,0,29.42,6.3,3,7.5
1,7/12/2013,83,58,71,-2,53,61,0,6, ,0,M,0,0,29.38,4,8,4.8
2,7/12/2013,82,60,71,M,54,62,0,6, ,M,M,M,0,29.44,4.1,8,5.4
1,7/13/2013,84,62,73,0,59,65,0,8, ,0,M,0,0,29.41,6.8,9,7.5
2,7/13/2013,83,67,75,M,58,65,0,10, ,M,M,M,0,29.47,6.4,9,7.1
1,7/14/2013,88,72,80,7,66,71,0,15, ,0,M,0,0,29.47,6.7,9,7.6
2,7/14/2013,88,73,81,M,66,70,0,16, ,M,M,M,0,29.52,8.2,8,8.5
1,7/15/2013,89,71,80,6,71,74,0,15, ,0,M,0,0.09,29.52,4.3,8,5.1
2,7/15/2013,91,75,83,M,71,74,0,18, ,M,M,M,0.02,29.57,5,8,6.2
1,7/16/2013,92,73,83,9,72,75,0,18, ,0,M,0,0,29.54,6.4,23,6.8
2,7/16/2013,93,77,85,M,70,75,0,20, ,M,M,M,0.01,29.61,6.8,22,7.3
1,7/17/2013,94,76,85,11,72,76,0,20, ,0,M,0,0,29.51,6.7,26,6.9
2,7/17/2013,95,77,86,M,70,75,0,21, ,M,M,M,0,29.57,6.2,25,7.1
1,7/18/2013,95,77,86,12,72,76,0,21, ,0,M,0,0,29.31,7.2,24,8.1
2,7/18/2013,96,79,88,M,71,76,0,23,TS,M,M,M,0,29.38,8.8,23,9.4
1,7/19/2013,96,71,84,10,70,75,0,19,TS BR,0,M,0,0.58,29.1,13.3,25,14
2,7/19/2013,97,75,86,M,69,75,0,21,TS,M,M,M,0,29.17,13.4,24,13.9
1,7/20/2013,89,71,80,6,64,69,0,15, ,0,M,0,0.06,29.17,4.8,1,7.5
2,7/20/2013,88,72,80,M,63,69,0,15,RA,M,M,M,0.01,29.23,3.8,3,7.2
1,7/21/2013,88,68,78,4,65,69,0,13, ,0,M,0,0.01,29.18,2.8,7,6.7
2,7/21/2013,89,72,81,M,63,69,0,16, ,M,M,M,0,29.24,2.9,11,7.9
1,7/22/2013,87,71,79,5,66,71,0,14,TSRA RA,0,M,0,0,29.07,4.9,24,7.4
2,7/22/2013,90,72,81,M,64,70,0,16,TSRA,M,M,M,0,29.14,5.2,21,7.4
1,7/23/2013,78,63,71,-3,60,64,0,6, ,0,M,0,0.03,29.15,8.8,2,11
2,7/23/2013,80,65,73,M,58,64,0,8, ,M,M,M,0,29.21,7.3,1,11.4
1,7/24/2013,72,60,66,-8,51,58,0,1, ,0,M,0,0,29.31,7.8,5,8.1
2,7/24/2013,73,62,68,M,48,57,0,3, ,M,M,M,0,29.38,10.1,5,10.5
1,7/25/2013,81,57,69,-5,54,61,0,4, ,0,M,0,0,29.33,4.1,23,5.1
2,7/25/2013,81,58,70,M,52,60,0,5, ,M,M,M,0,29.39,2.7,23,3.9
1,7/26/2013,70,62,66,-8,61,63,0,1,RA BR,0,M,0,0.39,29.21,7.6,22,8.5
2,7/26/2013,74,65,70,M,58,62,0,5,RA,M,M,M,0.01,29.28,9.3,21,10.2
1,7/27/2013,65,55,60,-14,51,56,5,0, ,0,M,0,0,29.17,9,30,10.6
2,7/27/2013,68,57,63,M,49,55,2,0, ,M,M,M,0,29.23,10.3,30,11.3
1,7/28/2013,69,54,62,-12,50,55,3,0,RA,0,M,0,0,29.23,8.7,28,9.1
2,7/28/2013,71,55,63,M,47,54,2,0,RA,M,M,M,0,29.3,9.5,26,9.8
1,7/29/2013,76,57,67,-7,55,59,0,2, ,0,M,0,0,29.41,2,1,7
2,7/29/2013,76,58,67,M,53,59,0,2, ,M,M,M,0,29.47,2.3,2,7.7
1,7/30/2013,74,57,66,-8,59,62,0,1,RA,0,M,0,0.04,29.39,4.2,16,4.7
2,7/30/2013,74,61,68,M,56,61,0,3,RA,M,M,M,0,29.46,5.5,16,6
1,7/31/2013,75,62,69,-5,64,65,0,4,RA DZ BR,0,M,0,0.5,29.26,2.2,32,4.4
2,7/31/2013,75,64,70,M,63,65,0,5,RA DZ BR HZ,M,M,M,0.18,29.33,2.5,30,4.2
1,8/1/2013,81,61,71,-2,57,62,0,6, ,0,M,0,0,29.23,7.6,30,7.8
2,8/1/2013,82,61,72,M,54,62,0,7, ,M,M,M,0,29.29,6.2,29,7.1
1,8/2/2013,84,62,73,0,63,67,0,8,RA BR,0,M,0,0.63,29.15,4.5,29,8.2
2,8/2/2013,86,65,76,M,62,66,0,11,RA,M,M,M,0.41,29.23,2.7,23,7.7
1,8/3/2013,81,64,73,0,55,62,0,8, ,0,M,0,0,29.33,5.8,2,6.8
2,8/3/2013,79,66,73,M,54,62,0,8, ,M,M,M,0,29.39,6.9,4,8.4
1,8/4/2013,75,60,68,-5,56,61,0,3,RA,0,M,0,0,29.42,5.9,6,7.8
2,8/4/2013,74,60,67,M,55,61,0,2,RA,M,M,M,0,29.49,6.1,7,6.9
1,8/5/2013,75,58,67,-6,59,62,0,2,RA,0,M,0,0.07,29.23,6.8,19,7.6
2,8/5/2013,76,63,70,M,56,61,0,5, ,M,M,M,0.02,29.29,7.1,18,7.9
1,8/6/2013,83,67,75,2,68,70,0,10, ,0,M,0,0.04,29.13,7.2,21,8
2,8/6/2013,85,68,77,M,65,69,0,12, ,M,M,M,0,29.21,8.7,21,9.4
1,8/7/2013,89,67,78,5,68,71,0,13, ,0,M,0,0,29.14,4,30,9.9
2,8/7/2013,91,70,81,M,67,71,0,16,BR,M,M,M,0.01,29.2,2.4,30,10.5
1,8/8/2013,78,65,72,-1,56,62,0,7, ,0,M,0,0,29.26,8.6,5,9.3
2,8/8/2013,79,69,74,M,55,62,0,9, ,M,M,M,0,29.33,10.5,5,10.8
1,8/9/2013,82,59,71,-2,60,65,0,6, ,0,M,0,0,29.28,4.7,27,5.3
2,8/9/2013,84,62,73,M,58,65,0,8, ,M,M,M,0,29.34,4.9,27,5.6
1,8/10/2013,81,64,73,0,57,M,0,8, ,0,M,0,0,M,5.3,5,6.5
2,8/10/2013,81,68,75,M,55,63,0,10, ,M,M,M,0,M,6,6,7.4
1,8/11/2013,81,60,71,-2,61,M,0,6,RA,0,M,0,0.01,29.35,2,27,3
2,8/11/2013,84,63,74,M,57,64,0,9, ,M,M,M,0,29.42,4,24,5.4
1,8/12/2013,82,67,75,2,65,68,0,10,RA DZ,0,M,0,0.27,29.21,3.5,27,7.5
2,8/12/2013,85,69,77,M,63,M,0,12,RA,M,M,M,0.66,29.27,4.5,26,7.7
1,8/13/2013,70,58,64,-9,52,58,1,0, ,0,M,0,0,29.37,8.7,3,9.6
2,8/13/2013,71,62,67,M,50,57,0,2, ,M,M,M,0,29.42,11.2,2,11.9
1,8/14/2013,72,56,64,-8,50,56,1,0, ,0,M,0,0,29.44,3.9,4,7.1
2,8/14/2013,71,58,65,M,49,56,0,0, ,M,M,M,0,29.52,3,3,7
1,8/15/2013,75,55,65,-7,53,58,0,0, ,0,M,0,0,29.4,4.2,24,4.9
2,8/15/2013,74,57,66,M,50,58,0,1, ,M,M,M,0,29.47,4.5,22,5
1,8/16/2013,82,55,69,-3,52,60,0,4, ,0,M,0,0,29.44,2.8,4,5.2
2,8/16/2013,82,58,70,M,51,60,0,5, ,M,M,M,0,29.5,5,7,5.8
1,8/17/2013,81,57,69,-3,56,62,0,4, ,0,M,0,0,29.47,5.7,8,6.4
2,8/17/2013,79,60,70,M,55,62,0,5, ,M,M,M,0,29.53,6,7,6.3
1,8/18/2013,81,59,70,-2,57,63,0,5, ,0,M,0,0,29.41,3.7,8,4.8
2,8/18/2013,81,62,72,M,57,64,0,7, ,M,M,M,0,29.48,4.2,8,4.8
1,8/19/2013,85,57,71,0,60,65,0,6, ,0,M,0,0,29.34,5.1,25,5.3
2,8/19/2013,86,63,75,M,58,65,0,10,HZ,M,M,M,0,29.41,3.8,25,4.6
1,8/20/2013,88,66,77,6,62,68,0,12, ,0,M,0,0,29.34,7.7,22,8
2,8/20/2013,88,68,78,M,61,67,0,13, ,M,M,M,0,29.41,7,21,7.5
1,8/21/2013,90,68,79,8,65,70,0,14,RA,0,M,0,0.01,29.3,8.6,23,9
2,8/21/2013,91,70,81,M,64,70,0,16,RA,M,M,M,0.05,29.37,9,22,9.3
1,8/22/2013,78,68,73,2,67,69,0,8,RA,0,M,0,0.23,29.36,1.5,23,7
2,8/22/2013,78,67,73,M,66,68,0,8,RA,M,M,M,0.36,29.42,2.5,24,7
1,8/23/2013,82,62,72,1,55,63,0,7,BR,0,M,0,0,29.43,6.1,6,6.8
2,8/23/2013,81,64,73,M,55,63,0,8,BR,M,M,M,0,29.49,7.2,6,8
1,8/24/2013,86,60,73,2,59,65,0,8, ,0,M,0,0,29.49,5.3,17,6.1
2,8/24/2013,86,64,75,M,56,64,0,10, ,M,M,M,0,29.55,4.6,16,5.9
1,8/25/2013,89,65,77,7,62,68,0,12, ,0,M,0,0,29.46,9.2,22,9.6
2,8/25/2013,89,68,79,M,60,67,0,14, ,M,M,M,0,29.52,9.6,21,10.1
1,8/26/2013,92,70,81,11,68,72,0,16, ,0,M,0,0,29.34,9,24,9.4
2,8/26/2013,92,70,81,M,66,71,0,16, ,M,M,M,0,29.41,9.2,23,9.5
1,8/27/2013,96,77,87,17,70,75,0,22, ,0,M,0,0,29.18,11.7,24,12
2,8/27/2013,96,77,87,M,68,74,0,22, ,M,M,M,0,29.24,12.5,24,12.7
1,8/28/2013,83,71,77,7,69,72,0,12, ,0,M,0,0,29.26,6.9,3,9.3
2,8/28/2013,83,71,77,M,67,71,0,12,BR,M,M,M,0,29.32,5.8,36,8.7
1,8/29/2013,89,66,78,8,64,69,0,13,BR HZ,0,M,0,0,29.29,3.9,10,4.7
2,8/29/2013,87,69,78,M,65,69,0,13,FG BR HZ,M,M,M,0,29.36,4.2,10,4.6
1,8/30/2013,96,67,82,12,68,72,0,17,BR,0,M,0,0.36,29.13,4.4,26,8.3
2,8/30/2013,96,69,83,M,67,71,0,18,TSRA RA,M,M,M,0.47,29.21,5.3,24,7.8
1,8/31/2013,78,71,75,6,67,69,0,10,TS TSRA,0,M,0,0.07,29.1,6.1,5,7.2
2,8/31/2013,77,70,74,M,66,68,0,9,TS TSRA RA BR,M,M,M,0.96,29.16,5.8,4,7
1,9/1/2013,85,65,75,7,67,70,0,10,TS,0,M,0,0.14,29.05,4.2,29,5.2
2,9/1/2013,84,68,76,M,66,69,0,11, ,M,M,M,0.02,29.11,3.9,27,5.8
1,9/2/2013,79,60,70,2,61,64,0,5, ,0,M,0,0,29.21,8.1,2,9.2
2,9/2/2013,77,62,70,M,60,64,0,5, ,M,M,M,0,29.27,7.5,2,8.7
1,9/3/2013,77,57,67,-1,54,59,0,2, ,0,M,0,0,29.32,4,30,5.8
2,9/3/2013,76,58,67,M,54,60,0,2, ,M,M,M,0,29.39,1.5,34,4.6
1,9/4/2013,84,59,72,4,57,63,0,7, ,0,M,0,0,29.37,6.2,26,7
2,9/4/2013,84,59,72,M,55,62,0,7, ,M,M,M,0,29.44,6.4,25,6.8
1,9/5/2013,74,59,67,0,54,60,0,2, ,0,M,0,0,29.49,9,5,9.2
2,9/5/2013,74,65,70,M,53,60,0,5, ,M,M,M,0,29.55,9.2,6,9.9
1,9/6/2013,86,57,72,5,58,64,0,7, ,0,M,0,0,29.38,4.7,20,6
2,9/6/2013,85,62,74,M,55,63,0,9, ,M,M,M,0,29.44,4.3,17,6
1,9/7/2013,88,65,77,10,62,68,0,12, ,0,M,0,0.01,29.21,5.7,23,6.9
2,9/7/2013,87,68,78,M,61,67,0,13, ,M,M,M,0,29.28,5.8,23,7.7
1,9/8/2013,77,71,74,8,66,69,0,9, ,0,M,0,0,29.26,10.5,7,11.9
2,9/8/2013,78,71,75,M,65,68,0,10, ,M,M,M,0,29.33,10.1,7,12
1,9/9/2013,94,68,81,15,70,74,0,16, ,0,M,0,0,29.15,9,20,10.1
2,9/9/2013,94,69,82,M,68,73,0,17,HZ,M,M,M,0,29.22,8.5,20,9.2
1,9/10/2013,95,77,86,20,64,71,0,21, ,0,M,0,0,29.25,12.1,24,12.5
2,9/10/2013,96,78,87,M,63,71,0,22, ,M,M,M,0,29.32,12.2,24,12.5
1,9/11/2013,91,75,83,18,66,71,0,18, ,0,M,0,0,29.28,4.2,27,7.5
2,9/11/2013,92,75,84,M,66,71,0,19, ,M,M,M,0,29.34,5.1,25,6.9
1,9/12/2013,82,62,72,7,59,64,0,7,RA,0,M,0,0,29.28,7,35,9.4
2,9/12/2013,83,63,73,M,58,64,0,8, ,M,M,M,0.06,29.34,6.8,34,9.8
1,9/13/2013,67,52,60,-5,45,52,5,0, ,0,M,0,0,29.41,10.7,1,11.5
2,9/13/2013,67,54,61,M,45,53,4,0, ,M,M,M,0,29.47,12.8,1,13.5
1,9/14/2013,72,47,60,-4,43,52,5,0, ,0,M,0,0,29.36,4.7,21,5.9
2,9/14/2013,72,51,62,M,41,52,3,0, ,M,M,M,0,29.44,5.3,19,6.3
1,9/15/2013,62,56,59,-5,52,55,6,0,RA BR,0,M,0,0.65,29.34,1.1,2,5.4
2,9/15/2013,62,58,60,M,51,55,5,0,RA DZ BR,M,M,M,0.24,29.41,0.4,19,5.1
1,9/16/2013,64,51,58,-6,47,52,7,0, ,0,M,0,0,29.59,9.7,3,10.8
2,9/16/2013,64,55,60,M,47,53,5,0, ,M,M,M,0,29.65,11.4,3,12.8
1,9/17/2013,71,49,60,-4,51,56,5,0, ,0,M,0,0,29.49,7,13,7.6
2,9/17/2013,70,53,62,M,49,55,3,0, ,M,M,M,0,29.55,7.2,12,8.2
1,9/18/2013,81,60,71,7,60,64,0,6, ,0,M,0,0.55,29.26,8.7,18,9
2,9/18/2013,82,62,72,M,58,62,0,7,TS HZ,M,M,M,0.51,29.35,6.7,17,9.1
1,9/19/2013,84,69,77,14,68,70,0,12,TS TSRA RA FG BR HZ,0,M,0,0.84,29.14,8.3,16,10.6
2,9/19/2013,84,70,77,M,66,69,0,12,RA BR HZ,M,M,M,0,29.21,7.8,16,10
1,9/20/2013,76,58,67,5,60,63,0,2, ,0,M,0,0,29.08,10.1,26,11
2,9/20/2013,77,59,68,M,59,63,0,3, ,M,M,M,0.02,29.15,10.3,26,11.2
1,9/21/2013,67,52,60,-2,48,53,5,0, ,0,M,0,0,29.17,9.6,33,10
2,9/21/2013,67,51,59,M,46,53,6,0, ,M,M,M,0,29.23,9,33,9.5
1,9/22/2013,67,49,58,-4,47,52,7,0, ,0,M,0,0,29.3,6.2,4,7.5
2,9/22/2013,67,49,58,M,45,51,7,0, ,M,M,M,0,29.36,4.8,5,6.8
1,9/23/2013,67,46,57,-4,48,53,8,0, ,0,M,0,0,29.34,4.9,10,6.1
2,9/23/2013,67,50,59,M,45,52,6,0, ,M,M,M,0,29.41,6.8,11,7.6
